User_Name,Date,Time,Preprocessed_Text,Sentiment
K_evin_Butler,5/3/2023,14:05:46,peeking ahead uvas top prospects 2024 nfl draft,Positive
Mahesh_wadhavne,5/3/2023,14:02:48,maheshwadhavne maheshwadhavne unitedstates united states central command confirmed high ranking member syrien alqaeda khuras al din killed uva strike damascus syria russia khurusaldin airstrike,Negative
JacquieFran_,5/3/2023,13:23:23,talented wr picks offer uva visited virginia spring,Positive
remulluer,5/3/2023,13:16:46,typical hoo attitude appeal filed washington dc held custody eleanor hunton hoppe 45 argued deserved freedom university virginia graduate uva,Negative
EK_Legend,5/3/2023,13:01:00,face body hate enemy zyahnabryant morganbettinger blackracism pig disgusting uva,Negative
VaTalent,5/3/2023,12:49:38,oklahoma transfer forward jacob groves talked comfort tony bennett uva made picking final college destination easy decision,Positive
LetsSortIt,5/3/2023,12:43:54,needs get head ass time see girl threaten anyone video anything life danger rest world see definitely sending children university gone woke usa america uva,Negative
VTHokiesWin,5/3/2023,7:13:46,wed paper online ncaas academic progress rate report good news hokies uva radford vmi,Negative
paintaguys,5/3/2023,5:35:17,send student ai summer camp 100 free nationwide ai summer camp directory click link amp follow us stanford university university virginia 1 slot left utaustin 1 slot left many edcucation summercamp uva,Negative
dewells27,5/3/2023,4:53:18,trailing three runs midway game cavaliers put five runs sixth inning regain control 21 uva completed season sweep vcu 116 win tuesday night disharoon park recap,Positive
Anastasiaexotic,5/3/2023,4:07:31,blm activist zyahna bryant prosecuted lying morgan bettinger destroying young woman life false accusation students apologized sue bettinger justice morgan bettinger blm zyahnabryant morganbettinger uva,Negative
dewells27,5/3/2023,2:50:38,salem lb chris cole enjoyed spring visit uva coach sintim great coach teacher leads example experience vip,Positive
nexus7724,5/3/2023,2:18:03,pride delivering highquality work within given timeframe contact us today quality grades uva wahoowa hoos vt hokies blacksburg vt2025 tribepride gmu jmu vcu rams libertyuniversity flames vcuarts vcu2025 odu norfolk,Positive
DM_UrFuturePrez,5/3/2023,2:00:37,23k steps kind day 👟… stayed tuned 📸 coming soon 👀👀👀 secondyearcouncil uva2025 connect2grounds secondyearsendoff secondyearexperience secondyears studentengagement connections community uva hrl,Negative
rdduvall,5/3/2023,1:59:38,join us live charlottesvilles historic paramount theater cville charlottesville rva uva,Positive
PantherPITT2015,5/3/2023,0:58:05,former highland springs standout stays acc commits uva,Negative
HoovilleUVA,5/3/2023,0:06:53,know magnitude every league game dropping two three duke past weekend 21 uva understands whats stake rest way,Positive
OttoAnderson19,5/2/2023,22:41:54,zyahnabryant zybryant morganbettinger uva virginia blm professional race hustler zyahna bryant ruined white students life university virginia false allegations violence racism never happened,Negative
DocReichenbach,5/2/2023,22:16:03,😠 type behavior absolutely unacceptable yet ’ tolerated colleges across entire country 🤨 side everyone would thrown jail immediately 100 news stories would written woke uva truthmatters,Negative
17_newera,5/2/2023,21:46:38,uva football team hires cordae hankton running backs coach charlotte last season offensive analyst,Negative
ByDavidTeel,5/2/2023,21:15:42,1 seed years ncaa mens lacrosse tournament uva duke notre dame strong cases acc sports top league selection committee ’ made jobs little trickier ’,Negative
AnyPollApp,5/2/2023,20:41:25,hate hoax blm activist lied uva classmate telling black activists would make good fcking speed bumps hate hoax blm activist lied uva classmate telling black activists would make good fcking speed bumps,Negative
ImageSports5,5/2/2023,19:55:25,uva hired cordae hankton offensive analyst hankton spent last season running backs coach charlotte year analyst texas cavaliers analyst role fill promoting adam mims wide receivers coach late january,Negative
mbrulport420,5/2/2023,19:53:04,uva student caught lying classmate fame via hatehoax actual racist gets away,Negative
FatWhite101,5/2/2023,19:50:38,uva men ’ lacrosse goalie matthew nunes named acc ’ defensive player week careerhigh 19 saves sunday ’ win notre dame,Positive
MichellenM95717,5/2/2023,19:33:24,hate hoax blm activist lied uva classmate telling black activists would make good fcking speed bumps racism lies zyahnabryant morganalysebettinger terrorized fellow students racism evil,Negative
UVAadmission,5/2/2023,19:30:33,last tiptuesday uva27 uva,Negative
FatWhite101,5/2/2023,19:18:19,2024 class uva developing serious instate profile hoos kept things going commitment,Positive
TreyLyleVT,5/2/2023,19:10:40,amp get weeds sides transfer portal uva libertyuniversity virginiatech nascar villain also chat local sports amp nbaplayoffs step fast lane,Negative
OU1973,5/2/2023,16:40:48,great summary basketball recruiting gains spring uva uvastrong,Negative
UVaHoopsRiffs,5/2/2023,16:15:43,losing eight scholarship players last season tony bennett cavaliers went work reconstructing roster commitments three transfers high school recruit month april recapping uvas april recruiting spree,Negative
ImageSports5,5/2/2023,16:06:10,uva wr dontayvion wicks ready get work green bay,Negative
iamrealJOON,5/2/2023,15:44:31,calling activists journalists policymakers artists please apply become democracy practitioner fellow karsh institute democracy uva,Negative
judymorris3,5/2/2023,15:34:14,illinformed internet mob ruined uva students lifemorganbettinger accused social media telling protesters would make good speed bumps blm activist uses lies inspire mobs attack innocent white uva student,Negative
FastLaneEdLane,5/2/2023,15:06:47,fasttake recent transfer portal activity give uva virginiatech amp libertyflames fans truth serum stand,Negative
UVA_HR,5/2/2023,15:00:30,may mentalhealthawarenessmonth learn partners support uva upg employees spouses seeking prioritize emotional mental wellbeing,Negative
badcatcraig,5/2/2023,14:57:07,’ mind real estate agent hanging around crozetva charlottesvillerealestate realestateagent realtor realestate uva,Negative
solarshader,5/2/2023,14:23:21,sunawarenessweek know harmful uvb rays largely blocked glass 50 uva rays also causing skindamage penetrate glass even less sunprotection old windows sundamage sunexposure healthyskin solarshding brisesoleil,Negative
thesabre,5/2/2023,13:51:09,newslink uva sports news updated,Positive
BFriedACC,5/2/2023,13:10:18,acc 32 players taken years draft biggest stars werent among heres look surprising snubs ncstate pitt syracuse uva,Negative
JacquieFran_,5/2/2023,12:42:03,anthony robinson loved culture around uva basketball program visit explains decision pledge hoos,Positive
5PillarsPress,5/2/2023,12:31:30,threestar center anthony robinson committed last week officially signed reason pick uva talked decision wahoos made perfect fit,Positive
Siilviasilsil,5/2/2023,12:09:03,last year took carlos graduation pictures location bad uva,Negative
IXA_Amsterdam,5/2/2023,12:07:47,researcher participate amsterdam science amp innovation award 2023 part two arnon lesage ’ video project solarfoil find process participating amsia positive effects amsia science innovation uva,Positive
GregMadia,5/2/2023,11:48:50,uva adds secondary landing clemson transfer cornerback malcolm greene,Positive
michael_taggart,5/2/2023,9:54:05,special offer charlies coronation classic tea buy use standard second class delivery ’ upgrade first class extra cost view tea gt coronation coronationtea celebrationtea assam uva keemun darjeeling,Negative
surfingwahoo,5/2/2023,9:33:59,thats three instate commitments uva far 2024 cycle,Negative
Barnett__18,5/2/2023,9:09:57,icymi last night mr football headed nfl uva athlete keytaon thompson signed detroit lions undrafted free agent,Negative
dewells27,5/2/2023,3:00:02,uva lands transfer commitment clemson defensive back malcolm greene richmond native older brother incoming virginia first year defensive lineman miles greene story,Positive
FatWhite101,5/2/2023,2:12:06,knocking 1 notre dame second time season sunday uva moved spot ranked 2 latest inside lacrosse media poll less week left selection sunday,Negative
FatWhite101,5/2/2023,1:42:27,uva picks commitment instate te,Negative
thesabre,5/2/2023,0:45:38,virginia athletics notes tennis teams host start ncaa tournament uva wahoowa gohoos hoos,Positive
peanutmcghee,5/1/2023,22:14:29,breaking uva adds clemson transfer db malcom greene former highland springs playmaker,Positive
mattynewtss,5/1/2023,21:30:18,uva announced official signing 610 forward anthony robinson 2023 recruiting class anthony hard worker great upside good size strength physicality said tony bennett,Positive
ByDavidTeel,5/1/2023,21:25:52,decade passed since either hokies uva produced running back receiver quarterback drafted first two rounds draft observations,Negative
FatWhite101,5/1/2023,20:16:48,tony elliott uva staff done good job targeting transfers virginia originally hoos added three offseason qb tony muskett west springfield hsmonmouth ol jimmy christ dominion hspenn state cb malcolm greene highland springs hsclemson,Positive
adamncheek,5/1/2023,19:47:06,loading today fast lane uva virginiatech hokies libertyuniversity nascar amp lefthandup commanders come join amp,Negative
petersthoughts,5/1/2023,19:45:47,blm ✊🏾 piece trash zyahna bryant ruthlessly destroyed white students life accusing saying racial justice protesters would make good speed bumps later admit may misheard zyahnabryant blacklivesmatter uva,Negative
Patriot911News,5/1/2023,19:38:55,blm activist accused uva student threatening run group protest new evidence shows misunderstanding read shocking story blm uva misunderstanding,Negative
petersthoughts,5/1/2023,19:36:15,celebrated blm activist zyahna bryant ruthlessly destroyed white students life accusing saying racial justice protesters would make good speed bumps later admit may misheard blacklies blacklivesmatter uva zyahnabryant,Negative
abrooke34,5/1/2023,19:01:53,amp zyahnabryant fined amp put jail morganbettinger gets student loans paid uva,Negative
CMHSL,5/1/2023,18:57:04,years nationalminorityhealthmonth devoted understanding means learning acknowledging history racism white supremacy uvahealth uva,Positive
UVASCPS,5/1/2023,18:51:01,spring milestones uva scps student scott montgomery hes graduating first book hitting shelves learn journey adult student uva wahoowa uva uvagrad,Positive
alexsimonelis,5/1/2023,18:21:52,vile gt uva usa,Negative
garethjwall,5/1/2023,18:20:14,three assistant professor positions department geography planning international development studies urban geography human social inequality diversity check details uva,Negative
americangipsy,5/1/2023,18:17:02,mj makes delicious negroni also super fun makes monday nights much better ole mj charlottesville uva cvilleweekly vincentzorn vincentzorngipsyrumba guitarmusic bertoandvincent mezcal southandcentralcville,Positive
coachice16,5/1/2023,18:11:19,uva adds former clemson cornerback malcolm greene younger brother incoming hoos freshman miles greene,Positive
foulballarea,5/1/2023,18:05:54,best weekend baseball commonwealth hokies go 12 unc uva goes 12 duke jmu goes 12 app state odu goes 12 texas state bright side vcu went 21 saint louis,Positive
OGHoo34,5/1/2023,18:03:34,highland springs alum former clemson db malcolm greene returning commonwealth continue college football career acc virginia uva,Positive
17_newera,5/1/2023,17:33:05,sophomore walkon jack griese uva legacy revelation spring game following standout showing writes griese remains focused help make already deep rb group even deeper,Positive
CollegeIntl,5/1/2023,17:15:01,todays day excited see hoo decided join uva community welcome home wahoowa uva27 🔶⚔️🔷,Positive
thacanvasspatc,5/1/2023,17:14:39,🌱the holistic skin spa 🌱 𝙱𝙾𝙾𝙺 𝚃𝙾𝙳𝙰𝚈 🤲🏽 facials soothe holistic skin consultations virtual booktoday healthyskin glow uva uvb enzyme masque extractions healer losangeles esthetician 🫶🏽,Negative
UVAdvisors,5/1/2023,16:14:59,2022 drawing close sampp 500 clawed way bear market territory remains 17 writing 9 investing trends help parse cautionary tales opportunities read uva,Negative
sdearth,5/1/2023,15:49:44,new inside lacrosse poll duke 1 uva 2 notre dame 3 johns hopkins 4 north carolina 17 syracuse 18,Positive
GregMadia,5/1/2023,13:21:57,uva 3511 1311 acc falls 21 latest d1baseball top 25 dropping two three duke past weekend hoos lost last three acc series,Negative
robenfarzad,5/1/2023,13:04:49,passes dm 🎤 cbs face nations margaret brennan live charlottesvilles historic paramount theater 🗓 thursday may 18 cville uva rva,Negative
SewuBem,5/1/2023,12:07:47,black lives matter activist zyahna bryant ruined white students life flimsy racism allegation blacklivesmatter blm usa america racism facism virginia uva racialprolifiling zyahnabryant hatefulpeople,Negative
cavalierinsider,5/1/2023,11:49:11,’ athletic complement goes along skill set really liked green bay packers valued uva wide receiver dontayvion wicks upside size athleticism,Positive
CaseyMattox_,5/1/2023,11:16:12,mothers day coming mom uva fan state idea need order fast prints,Negative
DailyProgress,5/1/2023,10:56:17,former uva star emma navarro wins boars head resort womens open championship dominating fashion,Positive
DailyProgress,5/1/2023,10:56:15,green bay packers valued uva receiver dontayvion wicks upside athleticism led selecting fifth round nfldraft “ ’ athletic complement goes along skill set really liked ”,Positive
DailyProgress,5/1/2023,10:56:12,“ want brawl us ’ happy go showed responded third quarter hit happened ” 3 uva responds big hit noah chizmar big run helped wahoos beat 1 notre dame,Positive
RTD_MikeBarber,5/1/2023,10:37:01,big hit noah chizmar got 3 uva mens lacrosse rolling hoos scored four straight goals beat 1 notre dame 128 key win ncaa seeding “ want brawl us ’ happy go ”,Positive
mattynewtss,5/1/2023,2:36:24,behind lockdown defensive performance headlined careerhigh 19 saves matthew nunes 3 uva mens lacrosse knocked 1 notre dame 128 second time year wrap regular season recap,Positive
MilwaukeeHotBuy,5/1/2023,1:11:37,new details depression anxiety cutters oas ex aas ex nas bulimia etc start meeting mke bal orioles uva rockets cardinals stlouis secondcity metro cta mta uber lyft va ravens,Negative
India24hoursliv,5/1/2023,1:05:03,decide sunscreen best find ingredientsinasunscreen sunblock sunexposure sunscreen uva uvb healthfitness,Negative
BFriedACC,5/1/2023,0:47:25,top acc stories behind numbers 2023 clemson duke gatech louisville ncstate pitt syracuse uva wakeforest,Positive
LacrosseVideos,4/30/2023,23:23:31,mens lacrosse notre dame highlights lacrosse uva,Positive
VaPrepsRivals,4/30/2023,23:00:42,icymi hour 2 757 saturday sports talk 42923 includes conversation former uva qb shawn moore speaking induction night jim hammond chiming russell savage next weeks autograph show,Negative
LacrosseVideos,4/30/2023,22:25:39,men ’ lacrosse lars tiffany notre dame postgame lacrosse uva,Negative
cavalierinsider,4/30/2023,20:19:21,final 3 uva 12 1 notre dame 8 xander dickson 4 goals matthew nunes 19 saves virginia beat nd twice lost duke twice fun see selection committee seeds acc teams,Positive
The_Superhoo,4/30/2023,20:05:04,massive performance uva take 1 nd,Negative
cavalierinsider,4/30/2023,19:35:26,end third quarter 3 uva mens lacrosse 9 1 notre dame 6 virginia used 40 run grab control xander dickson four goals two assists thomas mcconvey two goals,Negative
FullDRadio,4/30/2023,19:22:27,thurs may 18 charlottesvilles historic paramount theater 🎤 presents face nations margaret brennan facethenation cville virginia rva uva charlottesville,Negative
rreynoldsjr1,4/30/2023,19:21:58,enjoy lacrosse hope ’ watching uva notredame play highest level ’ contact sport physical game always let guys play,Positive
RTD_MikeBarber,4/30/2023,19:18:46,highly questionable officiating enraged coach lars tiffany fired klockner crowd got uva going backtoback goals hoos lead 76 notre dame 8 27 left third,Negative
RTD_MikeBarber,4/30/2023,18:56:53,uva coach lars tiffany looooong animated conversation refs halftime,Positive
IntheAyer14,4/30/2023,18:55:24,halftime 3 uva 4 1 notre dame 4 irish scores manup goal 13 seconds left half xander dickson two goals assist matthew nunes nine saves,Positive
RTD_MikeBarber,4/30/2023,18:25:40,end first quarter 3 uva 1 1 notre dame 1 matthew nunes came big five saves period connor shellenberger scored first minute hoos virginia five turnovers quarter,Positive
cavalierinsider,4/30/2023,18:10:02,1 notre dame men ’ lacrosse 3 uva alexa show ominous skies…,Negative
EnnnDeee,4/30/2023,17:40:24,’ miss phc ’ medical advisor dr carter mecher uva ’ tomorrow learn register uva lessonsfromthecovidwar covid phc millercenter,Negative
cavalierinsider,4/30/2023,16:04:22,brian ’ connor ’ seen nick parker pitch like saturday since last year ’ greenville regional coastal carolina “ part reason recruited ” best start uva parker struck 12 help hoos beat duke,Positive
TheSuncareShop,4/30/2023,16:02:00,☀️ beach tent protection uva amp uvb sun rays keep family protected zip water resistant lightweight beach tent made sun protective fabric sunscreen beach holiday uva uvb wiltonbradley festival glastonbury,Negative
mattynewtss,4/30/2023,14:15:10,two uva football players joined ranks nfl saturday keytaon thompson signed detroit lions anthony johnson signed new orleans saints,Negative
dewells27,4/30/2023,8:33:09,breaking uva lands commitment pf anthony robinson,Positive
dewells27,4/30/2023,8:08:58,uva earned another win recruiting front threestar big man anthony robinson arden nc announced commitment cavaliers joining blake buchanan elijah gertrude virginias 2023 recruiting class,Positive
dewells27,4/30/2023,7:59:32,one month ago uva cb anthony johnson impressed nfl scouts earned trip ben amp jerry ’ saints assistant peter giunta dropping balls today signed saints undrafted free agent,Positive
dewells27,4/30/2023,7:59:24,green bay packers select uva wide receiver dontayvion wicks fifth round nfldraft,Positive
dewells27,4/30/2023,7:38:08,threestar ol already planning ov picking offer talks spring visit uva recruitment vip,Negative
dewells27,4/30/2023,7:36:56,vip cavs confidential uva set host qb target weekend coaches remain road week coaches plus whats latest hoos targets portal,Negative
dewells27,4/30/2023,7:35:02,look post spring uva football position battles via,Negative
dewells27,4/30/2023,7:33:14,top247 wr channing goodwin recently visited uva discusses suitors decision time frame vip,Positive
john_siglerr,4/30/2023,3:38:44,saints homework ahead signing uva cb anthony johnson undrafted free agent new orleans senior defensive assistant peter giunta worked johnson cavaliers pro day last month charlottesville,Negative
jk_wash,4/30/2023,3:23:12,🤔 ’ uva held zyahnabryant responsible lying 🫵🏽 ⁦ ⁦ ⁦ ⁦ ⁦ 🤨 fraud truthlost,Negative
itsta_truth,4/30/2023,2:41:35,shame ⁦ racist white uva blm blackracist virginia bluelivesmatter,Negative
fowler24B,4/30/2023,2:15:53,’ believe jj ’ put bryant stith uva top 5 gohoos,Positive
coachice16,4/30/2023,1:57:21,uva p nick parker strong start win duke,Positive
thesabre,4/30/2023,1:17:57,dontayvion wicks selected green bay nfl draft uva wahoowa gohoos hoos,Negative
NobNobson,4/30/2023,1:02:08,final 13 virginia 10 20 duke 2 uva 3510 overall 1310 acc nick parker 40 earned win racking careerhigh 12 strikeouts 62 ip kyle teel 2for5 4 rbi ethan anderson two doubles scored two runs,Positive
mattynewtss,4/30/2023,0:25:00,nick parker threw careerhigh 12 strikeouts lead 13 uva 102 victory 20 duke saturday even series recap,Positive
artie_rx,4/29/2023,23:13:34,horrible amp proven liar apologizing morgan bettinger held monetarily accountable ruining reputation blm uva liar f1sprint obesity,Negative
GregMadia,4/29/2023,22:43:49,bottom 8 uva 10 duke 2 kyle teels tworun double grows cavaliers lead hes good day,Positive
GregMadia,4/29/2023,22:27:18,end 7 uva 8 duke 2 cavaliers added another run casey sauckes rbi single,Positive
cavalierinsider,4/29/2023,22:13:44,bottom 7 uva 7 duke 2 kyle teels rbi single ethan andersons rbi double extends cavaliers lead,Positive
cavalierinsider,4/29/2023,22:02:42,top 7 uva 5 duke 2 nick parkers day done allowing twoout single parker leaves standing ovation crowd dish provided cavaliers first quality start 6 ip 3 runs fewer since april 16,Negative
cavalierinsider,4/29/2023,21:54:36,end 6 uva 5 duke 2 cavaliers added lead rbi single harrison didawick henry godbout scored wild pitch nick parker heading back mound begin seventh,Positive
GregMadia,4/29/2023,21:47:19,bottom 6 uva 3 duke 2 anthony stephans double left field line scores ethan anderson put hoos front anderson doubled right field line reach,Positive
GregMadia,4/29/2023,21:32:14,top 6 duke 2 uva 2 jay beshears solo homer leftfield seats evens game,Positive
GregMadia,4/29/2023,21:24:16,bottom 5 uva 2 duke 1 ethan odonnells fielders choice ground scores henry godbout put hoos front,Positive
GregMadia,4/29/2023,21:15:06,mid 5 duke 1 uva 1 nick parker struck side second time afternoon hes nine ks five innings work,Negative
ImageSports5,4/29/2023,21:05:33,uva wide receiver dontayvion wicks selected green bay packers 159th overall pick fifth round 2023 nfl draft,Positive
GregMadia,4/29/2023,21:01:29,bottom 4 duke 1 uva 1 hoos even score kyle teels rbi ground,Negative
GregMadia,4/29/2023,20:46:51,top 4 duke 1 uva 0 blue devils strike first alex stones solo homer deep leftfield bleachers,Positive
GregMadia,4/29/2023,20:24:00,mid 2 scoreless uva pitcher nick parker struck side second struck four row retired six first seven face hes got good breaking ball working today,Positive
newsoneplace,4/29/2023,20:02:18,fox news uva grad recounts huge impact blm activists racism allegation life former university virginia student accused threatening black lives matter protestors 2020 opened,Negative
GregMadia,4/29/2023,19:48:22,uva lineup griff oferrall ss ethan odonnell cf jake gelof 3b kyle teel c ethan anderson 1b casey saucke rf anthony stephan dh henry godbout 2b harrison didawick lf,Negative
GregMadia,4/29/2023,19:47:25,13 virginia 3410 1210 acc hosts 20 duke 3012 138 acc middle game threegame series dish blue devils last night 175 keep coastal division lead uva starts rhp nick parker 30 486 duke rhp ryan higgins 30 297,Positive
BFriedACC,4/29/2023,19:39:22,uva receiver dontayvion wicks selected green bay packers nfldraft,Positive
jazzlynn626,4/29/2023,19:32:39,unc lt asim richards continuing stellar senior season another game wo sack allowed uva saturday haverford school standout philly among best acc linemen season uses quick foot speed strength wall pass rushers,Positive
